identifier,name,url,author,description,datePublished,source_name,source_identifier,source_url
10.4028/www.scientific.net/amr.900.251,Preparation and Characterization of LLM-105 Cocrystal Explosives,https://openalex.org/W2090950302,Shu Hai Zhang; Hai Long Zhao,"Cocrystal explosive can effectively improve the physical and chemical properties of contributed to new unique cocrystal explosive. Based on principle, a few recrystallization explosives LLM-105 were prepared using solvent/non-solvent technique. The samples analyzed by IR spectroscopy. results showed that cocrystals such as LLM-105/ HNIW, LLM-105/HMX LLM-105/RDX be prepared. Melting point density cocrytals above changed little. It inferred will have better energy their application performances not reduce obviously.",2014-02-01,OPENALEX,W2090950302,https://openalex.org/W2090950302
10.1016/0039-6028(72)90056-8,Comments on “LLM versus LLM Auger transitions for the light elements” by M. F. Chung and L. H. Jenkins,https://openalex.org/W2084482305,J.P. Coad,,1972-05-01,OPENALEX,W2084482305,https://openalex.org/W2084482305
10.1039/c6ra03096c,"Characterisation of the impact response of energetic materials: observation of a low-level reaction in 2,6-diamino-3,5-dinitropyrazine-1-oxide (LLM-105)",https://openalex.org/W2285077786,David M. Williamson; Sue Gymer; Nicholas Taylor; S. M. Walley; A. P. Jardine; A. Glauser; Sara French; Steve Wortley,"Time resolved and integrated diagnostics including high speed photography, mass optical spectroscopy, optical-radiometry used to study impact response of explosives in far more detail than possible with conventional sensitiveness tests.",2016-01-01,OPENALEX,W2285077786,https://openalex.org/W2285077786
10.1007/s00259-023-06172-w,Large language models (LLM) and ChatGPT: what will the impact on nuclear medicine be?,https://openalex.org/W4323652488,Ian Alberts; Lorenzo Mercolli; Thomas Pyka; George Prenosil; Kuangyu Shi; Axel Rominger; Ali Afshar‐Oromieh,,2023-03-09,OPENALEX,W4323652488,https://openalex.org/W4323652488
10.1016/j.phpro.2012.10.097,Detection of Process Failures in Layerwise Laser Melting with Optical Process Monitoring,https://openalex.org/W2042881394,Tom Craeghs; Stijn Clijsters; Jean Pierre Kruth; Florian Bechmann; Marie.-Christin Ebert,"Layerwise Laser Melting (LLM) is an Additive Manufacturing process which allows producing complex metallic parts by building layer layer. Monitoring and control of the melting needed for further development future adoption industry since it to monitor quality during actual build job. Furthermore, melt pool monitoring enables a better more fundamental understanding thermal behavior process. This paper describes system LLM data processing algorithm map measured in space. With this so called mapping approach interpretation can be significantly reduced. It will shown that with wide range failures detected",2012-01-01,OPENALEX,W2042881394,https://openalex.org/W2042881394
10.2172/15005359,"Synthesis and Properties of a New Explosive, 4-Amino-3,5-Dinitro-lH-Pyrazole (LLM-116)",https://openalex.org/W1545111670,Robert D. Schmidt; G S Lee; Philip F. Pagoria; Alexander R. Mitchell; Richard Gilardi,"A novel synthesis of the title compound was achieved by direct amination using Vicarious Nucleophilic Substitution (VNS) methodology. Reaction 1,1,1-trimethylhydrazinium iodide with 3,5-dinitropyrazole in DMSO produces 4-amino-3,s-dinitro-1H-pyrazole as a 1:1 crystal solvate DMSO. Recrystallization from water yields monohydrated crystal. monohydrate butyl acetate pure form. Crystallographic data and results small-scale safety tests are reported. These indicate that LLM-116 is promising candidate an insensitive high explosive.",2001-05-22,OPENALEX,W1545111670,https://openalex.org/W1545111670
10.1109/imac4s.2013.6526485,Leaky least mean square (LLMS) algorithm for channel estimation in BPSK-QPSK-PSK MIMO-OFDM system,https://openalex.org/W2033994675,Dinesh B. Bhoyar; C. G. Dethe; Milind M. Mushrif; A. P. Narkhede,"In broadband wireless channel multiple-input multiple-output (MIMO) communication system combined with the orthogonal frequency division multiplexing (OFDM) modulation technique can achieve reliable high data rate transmission and to mitigate intersymbol interference. High suffer from inter symbol interference (ISI). To estimate desire at receiver Estimation techniques are used also enhance capacity of system. The MIMO-OFDM uses two independent space-time codes for sets transmit antennas. objective this paper is improve estimation accuracy in because state information required signal detection its affects overall performance it essential communication. This presents scheme based on Leaky Least Mean Square (LLMS) algorithm proposed BPSK-QPSK-PSK MIMO OFDM System. So by designing we going analyze terms Minimum Squares Error (MMSE), Bit Rate (BER) Signal Noise Ratio.",2013-03-01,OPENALEX,W2033994675,https://openalex.org/W2033994675
10.1021/acs.jpcc.0c00055,Electronic Structure of LLM-105 Crystal under High Pressure and Low Temperature,https://openalex.org/W2999785266,Zhe Xu; Chunming Qiao; Xiangdong Li; Junke Wang; Xiangqi Wang; Chan Gao; Rucheng Dai; Zhongping Wang; Shiliang Huang; Yu Liu; Hongzhen Li; Zengming Zhang,"The electronic structural evolution of LLM-105 crystal under high pressure and low temperature is investigated by photoluminescence, absorption, Raman spectra, density functional theory (DFT) calculations. result shows that the possesses a large tunable indirect band gap from 2.45 eV at ambient condition to 1.33 34.0 GPa. With increasing room temperature, luminescence first increases in intensity owing raised absorption excited wavelength enhanced hydrogenbond network; then, over 9.0 GPa, increase nonradiative transition probability causes decrease emission due phonon energy. In cooling process pressure, lower energy value maximum can be adjusted up 10.2 GPa 200 K 9 temperature. reveals decreases as an structure phase occurred about 10 DFT calculation indicated it attributed transfer abrupt change exposed oxygen atom amino groups which also reduces red shift rate. A pressure-induced occurs 26.5 sudden gap. This material expected metalized further compression 250",2020-01-10,OPENALEX,W2999785266,https://openalex.org/W2999785266
10.1002/(sici)1099-0496(199906)27:6<419::aid-ppul9>3.0.co;2-u,Lipid-laden macrophages in bronchoalveolar lavage fluid as a marker for pulmonary aspiration,https://openalex.org/W1977692970,S. Knauer-Fischer; Félix Ratjen,"An increased lipid content in alveolar macrophages of bronchoalveolar lavage (BAL) fluid is thought to be a useful indicator for recurrent pulmonary aspiration. To assess whether diseases unrelated aspiration can raise the macrophages, we evaluated Oil-Red-O-stained smears BAL 18 children aged 3–15 years undergoing elective surgery nonpulmonary illnesses under general anesthesia and 1–16 who had without clinical evidence (pneumonia, exogenous allergic alveolitis, or cystic fibrosis). A semiquantitative lipid-laden macrophage (LLM) index was determined each patient. LLM indices disease were higher than those published healthy adults. In with but aspiration, significantly observed compared controls. The similar by other authors We conclude that an elevated found variety which there no therefore unlikely specific parameter silent Pediatr Pulmonol. 1999;27:419–422. © 1999 Wiley-Liss, Inc.",1999-06-01,OPENALEX,W1977692970,https://openalex.org/W1977692970
10.4319/lo.1999.44.5.1204,Inorganic nitrogen acquisition in the seagrass Thalassia testudinum: Development of a whole-plant nitrogen budget,https://openalex.org/W1970878393,Kun Seop Lee; Kenneth H. Dunton,"Whole-plant nitrogen (N) uptake experiments were used to quantify the N budget of Thalassia testudinum growing under different sediment nutrient regimes at two locations in western Gulf Mexico. At both sites, Corpus Christi Bay (CCB) and lower Laguna Madre (LLM), Texas, concurrent measurements plant biomass levels dissolved inorganic (DIN) water column sediments made over a 12–month period (October 1996–October 1997). Water-column NH4+ NO3− + NO2- concentrations not significantly between study sites (ca. 1.2 µM [NH4+] 0.7 [NO3− NO ] sites), but CCB (87 µM) higher than LLM (26 µM). The correlated with leaf CCB, there was no difference root sites. Leaf showed clear seasonal variation: Vmax highest summer fall, Km winter. NO3- did change season, decreased increasing incubation temperature. There differences rates although affinity that NO3−. Root variable season saturate experimental either site (0–300 Based on these measurements, acquisition during fall lowest winter spring. Roots leaves contributed nearly equally total (root = 52%; 38%; 10%) Annual double (97.03 53.49 g m−2 yr−1, respectively), >50% incorporated into site. DIN turnover time ranged from 0.21 0.91 d 0.95 1.75 pore water, indicating importance regeneration processes for supporting seagrass production. similarity relative tissue contributions plants despite significant pool sizes, results fraction allocated below-ground tissues living low-sediment conditions (LLM). In N-sufficient sediments, overall productivity is greater as T. able allocate proportion its photosynthetic aboveground tissues.",1999-07-01,OPENALEX,W1970878393,https://openalex.org/W1970878393
10.3354/meps196039,"Effects of nitrogen enrichment on biomass allocation, growth, and leaf morphology of the seagrass Thalassia testudinum",https://openalex.org/W2034904446,Kun Seop Lee; Kenneth H. Dunton,"MEPS Marine Ecology Progress Series Contact the journal Facebook Twitter RSS Mailing List Subscribe to our mailing list via Mailchimp HomeLatest VolumeAbout JournalEditorsTheme Sections 196:39-48 (2000) - doi:10.3354/meps196039 Effects of nitrogen enrichment on biomass allocation, growth, and leaf morphology seagrass Thalassia testudinum Kun-Seop Lee, Kenneth H. Dunton* The University Texas at Austin, Science Institute, 750 Channel View Drive, Port Aransas, 78373, USA *Corresponding author. E-mail: dunton@utmsi.utexas.edu ABSTRACT: effects sediment ammonium (NH4+) in Corpus Christi Bay (CCB) lower Laguna Madre (LLM), Texas, were examined from May October 1997. Prior studies had shown that shoot height CCB significantly higher than those LLM, ambient NH4+ concentrations (ca 100 µM) LLM 30 µM). It was hypothesized differences plant between 2 areas could be related levels sites. To test this hypothesis, we conducted an situ fertilization experiment both sites over a 6 mo period. Results revealed size increased as result but little effect density, CCB. In unfertilized plots, average production rate (7.4 g dry wt m-2 d-1) (43.3 cm) (2.5 d-1 18.8 cm, respectively). After fertilization, rates reach equivalent site. Leaf enrichment, there change below-ground biomass. below-to above-ground ratio (4.7) about 3-fold (1.6) decreased with while remained unchanged. We conclude, based growth responses increases NH4+, availability limits productivity. T. responded limited conditions by increasing below- ratios. An level µM considered threshold concentration for limitation growth. KEY WORDS: Seagrass · Sediment Nitrogen Growth Biomass allocation Full text pdf format PreviousNextExport citation Tweet linkedIn Cited Published Vol. 196. Publication date: April 18, 2000 Print ISSN:0171-8630; Online ISSN:1616-1599 Copyright © Inter-Research.",2000-01-01,OPENALEX,W2034904446,https://openalex.org/W2034904446
